"","SampleID__","Month__","Year__","Date__","FieldSampling__","Habitat__","Site__","Core__","GPS__","image_url__","DepthCode__","DepthMin__","DepthMax__","DepthAvg__","metaG_ACE__","metaG_JGI_HiSeq__","metaG_JGI_NovaSeq__","FTIR__","FTICRMS__","EEMS__","ALD.cm__","WTD.cm_neg.is.below.sfc__","T, air (C)","T, soil (C)","Weather Conditions on Day of Coring","Conductivity (uS)","Redox Potential (ORP) (uncalibrated; relative values only)","O2 (%)","pH (porewater)","pH (peat)","BulkDensity","percentWater_wt","CH4.mM__","CO2.mM__","CH4.percent","CO2.percent","d13C_CH4__","d13C_CO2__","dD_CH4__","dD_H2O","d18O_H2O","D14C_DIC","DOC.mM__","TN.mM__","Acetate.uM__","Propionate.uM__","Butyrate.uM__","Formate.uM__","Sulfate.uM__","Phosphate.uM__","Nitrate.uM__","Ammonia.uM__","Ca.uM","Mg.uM","C.percent__","N.percent__","d13C_peat__","d15N_peat__","D14C_peat__","pool.DOM","pool.dD_CH4","UpdateDate__.DepthInfo","UpdateDate__.Biogeochemistry","Notes__.DepthInfo","Notes__.Biogeochemistry"
"76e88b05-2653-46b2-bd42-912524b7d977","201307_E3_20-24",7,2013,"2013-07-24","2013-07","Fen","Eriophorum Autochamber Site","3",NA,NA,"X0",20,24,22,"20130700_E3X",NA,"713 E-3-X0",NA,NA,"X",NA,"-2",NA,"11.4",NA,NA,NA,NA,5.8,NA,1.1,NA,0.052959215575277,0.681831372930818,NA,NA,-57.75,-17.15,NA,NA,NA,NA,0.6,0.0106842579422373,5.0721,NA,NA,5.0822,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,"Notes (porewater): 4:15",NA
"bf8ab540-1843-4a33-a49c-f3ee1265f589","201307_E3_30-34",7,2013,"2013-07-24","2013-07","Fen","Eriophorum Autochamber Site","3",NA,NA,"X1",30,34,32,"20130700_E3Y",NA,"713 E-3-X1",NA,NA,"X",NA,"-2",NA,"11",NA,NA,NA,NA,5.7,NA,NA,NA,0.0862964965851716,0.802254966886422,NA,NA,-55.15,-15.25,NA,NA,NA,NA,0.67666,0.00875285967981734,35.9041,NA,NA,30.7762,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,"Notes (porewater): 4:20",NA
"b38ca393-1b3a-4b77-84ab-505fa242d4c3","201307_E3_40-44",7,2013,"2013-07-24","2013-07","Fen","Eriophorum Autochamber Site","3",NA,NA,"X2",40,44,42,"20130700_E3Z",NA,"713 E-3-X2",NA,NA,"X",NA,"-2",NA,"10.7",NA,NA,NA,NA,5.7,NA,NA,NA,0.159793026115138,1.16326321368096,NA,NA,-53.85,-12.4,NA,NA,NA,NA,0.69969,0.0190310957353822,44.9684,2.1107,NA,34.6675,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,"Notes (porewater): 4:32",NA
"010a4670-6520-4d83-a680-3a272f7490fd","201307_E3_50-54",7,2013,"2013-07-24","2013-07","Fen","Eriophorum Autochamber Site","3",NA,NA,"X3",50,54,52,NA,NA,NA,NA,NA,"X",NA,"-2",NA,"9.9",NA,NA,NA,NA,5.7,NA,NA,NA,0.266810990131724,1.13433465343889,NA,NA,-55.9,-10.6,NA,NA,NA,NA,0.72272,0.0223173539901597,26.4795,0.5071,NA,22.2955,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,"Notes (porewater): 4:45",NA
"3e0ff5ac-3f79-42e3-a92e-3b3996263c72","201307_E3_60-64",7,2013,"2013-07-24","2013-07","Fen","Eriophorum Autochamber Site","3",NA,NA,"X4",60,64,62,NA,NA,NA,NA,NA,"X",NA,"-2",NA,"9.3",NA,NA,NA,NA,5.7,NA,NA,NA,0.161667177988283,1.65259411890823,NA,NA,-56.5,-10.9,NA,NA,NA,NA,0.63,0.0218577138313799,17.5753,0.0753,NA,15.5894,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,NA,NA
"b3a65207-b6f8-49d5-b8de-7a53a0a6a61b","201307_E3_70-74",7,2013,"2013-07-24","2013-07","Fen","Eriophorum Autochamber Site","3",NA,NA,"X5",70,74,72,NA,NA,NA,NA,NA,NA,NA,"-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.8506,1.4718,NA,41.4943,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,NA,NA
"6fdb4c73-a30c-4772-b35a-327fffc88965","201307_E3_80-84",7,2013,"2013-07-24","2013-07","Fen","Eriophorum Autochamber Site","3",NA,NA,"X6",80,84,82,NA,NA,NA,NA,NA,NA,NA,"-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,NA,NA
"c8abb75d-986b-43b6-9e5b-7cb7d86e555e","201307_P1_01-05",7,2013,"2013-07-25","2013-07","Palsa","Palsa Autochamber Site","1","N 68 21.2074, E 19 02.8407",NA,"S",1,5,3,NA,NA,NA,NA,NA,NA,"42",NA,NA,"12.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,"Notes (porewater): Air Temp 11:40am 21.4C",NA
"9de14aa5-61c3-4316-b3b0-6b3b8014551f","201307_P1_05-09",7,2013,"2013-07-25","2013-07","Palsa","Palsa Autochamber Site","1","N 68 21.2074, E 19 02.8407",NA,"M",5,9,7,NA,NA,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,NA,NA
"2111ad62-f0c7-4cd8-8696-1aebf8cc048b","201307_P1_10-14",7,2013,"2013-07-25","2013-07","Palsa","Palsa Autochamber Site","1","N 68 21.2074, E 19 02.8407",NA,"D",10,14,12,NA,NA,NA,NA,NA,NA,"42",NA,NA,"6.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,"Notes (porewater): 11:42",NA
"97b4a63e-b02e-4450-82bd-35628c09116f","201307_P1_20-24",7,2013,"2013-07-25","2013-07","Palsa","Palsa Autochamber Site","1","N 68 21.2074, E 19 02.8407",NA,"X0",20,24,22,NA,NA,NA,NA,NA,NA,"42",NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,"Notes (porewater): 11:43",NA
"af950130-4280-4355-8d4e-349c5608e3a1","201307_P1_30-34",7,2013,"2013-07-25","2013-07","Palsa","Palsa Autochamber Site","1","N 68 21.2074, E 19 02.8407",NA,"X1",30,34,32,"20130700_P1Y",NA,"713 P-1-X1",NA,NA,NA,"42",NA,NA,"2.2",NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,"Notes (porewater): 11:45",NA
"5f9d9ab2-743e-419f-9afb-ed9fcda9ce2a","201307_P1_40-44",7,2013,"2013-07-25","2013-07","Palsa","Palsa Autochamber Site","1","N 68 21.2074, E 19 02.8407",NA,"X2",40,44,42,NA,NA,NA,NA,NA,NA,"42",NA,NA,"0.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,NA,NA
"38c368ce-9c91-4da6-91e3-cfaf9b2898e5","201307_P1_50-54",7,2013,"2013-07-25","2013-07","Palsa","Palsa Autochamber Site","1","N 68 21.2074, E 19 02.8407",NA,"X3",50,54,52,NA,NA,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,NA,NA
"de0acbfb-bf54-4796-b89d-b07a5f3f06ff","201307_P1_60-64",7,2013,"2013-07-25","2013-07","Palsa","Palsa Autochamber Site","1","N 68 21.2074, E 19 02.8407",NA,"X4",60,64,62,NA,NA,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,NA,NA
"8828b623-394c-4e80-9a35-04aa76ecc2ad","201307_P1_70-74",7,2013,"2013-07-25","2013-07","Palsa","Palsa Autochamber Site","1","N 68 21.2074, E 19 02.8407",NA,"X5",70,74,72,NA,NA,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,"Notes (porewater): GPS: N 68 21.2074, E 19 2.8407",NA
"0bf65322-5887-497c-ba57-a3404712c4ef","201307_P2_01-05",7,2013,"2013-07-25","2013-07","Palsa","Palsa Autochamber Site","2","N 68 21.2076, E 19 02.8404",NA,"S",1,5,3,NA,NA,NA,"X",NA,NA,"32",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,-17.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,"Notes (porewater): Sampling Time 12:06pm pore gas",NA
"babf4615-4dfc-46a4-8378-3c75407542dc","201307_P2_05-09",7,2013,"2013-07-25","2013-07","Palsa","Palsa Autochamber Site","2","N 68 21.2076, E 19 02.8404",NA,"M",5,9,7,NA,NA,NA,"X",NA,NA,"32",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,-18.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,"Notes (coring): Start 12:04 | Notes (porewater): Sampling Time 12:10pm pore gas",NA
"97da6b9c-7353-4062-a4af-80291e4bb9d3","201307_P2_10-14",7,2013,"2013-07-25","2013-07","Palsa","Palsa Autochamber Site","2","N 68 21.2076, E 19 02.8404",NA,"D",10,14,12,NA,NA,NA,"X",NA,NA,"32",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,-17.878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,"Notes (coring): Done 12:52 | Notes (porewater): Sampling Time 12:10pm pore gas",NA
"38ee4e97-d481-4aa8-bf4d-116dc8919ef0","201307_P2_20-24",7,2013,"2013-07-25","2013-07","Palsa","Palsa Autochamber Site","2","N 68 21.2076, E 19 02.8404",NA,"X0",20,24,22,NA,NA,NA,NA,NA,NA,"32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,NA,NA
"cde2248e-7e12-4381-b8e4-f8bdc253dbca","201307_P2_30-34",7,2013,"2013-07-25","2013-07","Palsa","Palsa Autochamber Site","2","N 68 21.2076, E 19 02.8404",NA,"X1",30,34,32,NA,NA,NA,NA,NA,NA,"32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,NA,NA
"d7469ba5-bbe8-438a-9859-9631330ee92b","201307_P2_40-44",7,2013,"2013-07-25","2013-07","Palsa","Palsa Autochamber Site","2","N 68 21.2076, E 19 02.8404",NA,"X2",40,44,42,NA,NA,NA,"X",NA,NA,"32",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,NA,NA
"22063dd8-6ad5-460a-a657-1200fae4b4c2","201307_P2_50-54",7,2013,"2013-07-25","2013-07","Palsa","Palsa Autochamber Site","2","N 68 21.2076, E 19 02.8404",NA,"X3",50,54,52,NA,NA,NA,NA,NA,NA,"32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,NA,NA
"482fa4cb-8a4e-483e-8ac4-f97a2f30e667","201307_P2_60-64",7,2013,"2013-07-25","2013-07","Palsa","Palsa Autochamber Site","2","N 68 21.2076, E 19 02.8404",NA,"X4",60,64,62,NA,NA,NA,NA,NA,NA,"32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,NA,NA
"83c12e26-8b16-4d7f-b7b6-22317a30c018","201307_P2_70-74",7,2013,"2013-07-25","2013-07","Palsa","Palsa Autochamber Site","2","N 68 21.2076, E 19 02.8404",NA,"X5",70,74,72,NA,NA,NA,NA,NA,NA,"32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,"Notes (porewater): GPS: N68 21.2076 E 19 2.8404",NA
"17608a80-4b27-4630-b0fd-cec86b426eb1","201307_P3_01-05",7,2013,"2013-07-25","2013-07","Palsa","Palsa Autochamber Site","3","N 68 21.2066, E 19 02.8416",NA,"S",1,5,3,NA,NA,NA,"X",NA,NA,"44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,NA,NA
"10cfac3b-2c6a-4fe1-8468-cab92006cacb","201307_P3_05-09",7,2013,"2013-07-25","2013-07","Palsa","Palsa Autochamber Site","3","N 68 21.2066, E 19 02.8416",NA,"M",5,9,7,NA,NA,"713 P-3-M",NA,NA,NA,"44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,"Notes (coring): start 1:25",NA
"208dc4e4-bf51-40d0-bd77-cb530fc0102e","201307_P3_10-14",7,2013,"2013-07-25","2013-07","Palsa","Palsa Autochamber Site","3","N 68 21.2066, E 19 02.8416",NA,"D",10,14,12,NA,NA,NA,NA,NA,NA,"44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,NA,NA
"2eb84d32-0528-486c-a1b5-3899b8fbd548","201307_P3_20-24",7,2013,"2013-07-25","2013-07","Palsa","Palsa Autochamber Site","3","N 68 21.2066, E 19 02.8416",NA,"X0",20,24,22,NA,NA,NA,NA,NA,NA,"44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,NA,NA
"8d5abda5-a0c6-4914-beac-5fe57bb9d8eb","201307_P3_30-34",7,2013,"2013-07-25","2013-07","Palsa","Palsa Autochamber Site","3","N 68 21.2066, E 19 02.8416",NA,"X1",30,34,32,NA,NA,"713 P-3-X1",NA,NA,NA,"44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,NA,NA
"f112e1d8-d694-4397-b41d-3805fd3c43a1","201307_P3_40-44",7,2013,"2013-07-25","2013-07","Palsa","Palsa Autochamber Site","3","N 68 21.2066, E 19 02.8416",NA,"X2",40,44,42,NA,NA,NA,NA,NA,NA,"44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,NA,NA
"7951442a-022e-4d12-b0c5-363f39d252d3","201307_P3_50-54",7,2013,"2013-07-25","2013-07","Palsa","Palsa Autochamber Site","3","N 68 21.2066, E 19 02.8416",NA,"X3",50,54,52,NA,NA,NA,NA,NA,NA,"44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,NA,NA
"b18b2928-7771-482d-8db5-8c773078868f","201307_P3_60-64",7,2013,"2013-07-25","2013-07","Palsa","Palsa Autochamber Site","3","N 68 21.2066, E 19 02.8416",NA,"X4",60,64,62,NA,NA,NA,NA,NA,NA,"44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,NA,NA
"27f9dee1-b0bd-470f-b329-336e80023d26","201307_P3_70-74",7,2013,"2013-07-25","2013-07","Palsa","Palsa Autochamber Site","3","N 68 21.2066, E 19 02.8416",NA,"X5",70,74,72,NA,NA,NA,NA,NA,NA,"44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,"Notes (porewater): GPS N 68 21.2068, E 19 2.8416",NA
"3c9b6f60-10d7-4cd5-8255-17dcd582f905","201307_S1_01-05",7,2013,"2013-07-25","2013-07","Bog","Sphagnum Autochamber Site","1","N 68 21.1974, E 19 02.8472",NA,"S",1,5,3,NA,NA,"713 S-1-S","X",NA,NA,"78","-7",NA,"14.8",NA,NA,NA,NA,NA,NA,0.961406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,"Notes (coring): Start coring at 18:30  | Notes (porewater): Sampling start time 12:17pm ",NA
"d4f628bf-8412-4e62-a4c3-716f8cedccd5","201307_S1_05-09",7,2013,"2013-07-25","2013-07","Bog","Sphagnum Autochamber Site","1","N 68 21.1974, E 19 02.8472",NA,"M",5,9,7,NA,NA,"713 S-1-M","X",NA,"X","78","-7",NA,"13",NA,NA,NA,NA,4.1,NA,0.9,NA,0.0163829029174335,0.45851686123782,NA,NA,-71.55,-21.4,NA,NA,NA,NA,6.17,0.122927620086957,5.1213,NA,NA,4.4681,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,"Notes (coring): Core length 42cm",NA
"5337b476-0d25-47dc-9546-a9158d54a523","201307_S1_10-14",7,2013,"2013-07-25","2013-07","Bog","Sphagnum Autochamber Site","1","N 68 21.1974, E 19 02.8472",NA,"D",10,14,12,NA,NA,"713 S-1-D","X",NA,"X","78","-7",NA,"8.8",NA,NA,NA,NA,4.1,NA,0.952594,NA,0.0645468741259284,1.3191790698155,NA,NA,-66.05,-15.2,NA,NA,NA,NA,6.68,0.133641963765028,4.7691,NA,NA,5.4221,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,"Notes (coring): Stop Sampling at 19:10 ",NA
"25419e14-63bc-4ee8-8e28-5fb98d559840","201307_S1_20-24",7,2013,"2013-07-25","2013-07","Bog","Sphagnum Autochamber Site","1","N 68 21.1974, E 19 02.8472",NA,"X0",20,24,22,"20130700_S1X",NA,"713 S-1-X0","X",NA,"X","78","-7",NA,"6.4",NA,NA,NA,NA,4.1,NA,1,NA,0.0644764860052882,1.24356318009388,NA,NA,-73.3,-10.4,NA,NA,NA,NA,5.9,0.0446857815283828,3.1195,NA,NA,6.6091,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,NA,NA
"905b6f98-95b0-47fc-8f02-a63ce7bcb7d5","201307_S1_30-34",7,2013,"2013-07-25","2013-07","Bog","Sphagnum Autochamber Site","1","N 68 21.1974, E 19 02.8472",NA,"X1",30,34,32,"20130700_S1Y",NA,NA,"X",NA,"X","78","-7",NA,"4.8",NA,NA,NA,NA,4.1,NA,0.9,NA,0.0629029423360511,1.17573826531691,NA,NA,-75.1,-2,NA,NA,NA,NA,5.72,0.0757105039877739,12.7043,NA,NA,15.9002,0,10.0699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,"Notes (porewater): Sampling time 1:00pm",NA
"d8c7a8a9-01a5-4621-ae99-909400996e33","201307_S1_40-44",7,2013,"2013-07-25","2013-07","Bog","Sphagnum Autochamber Site","1","N 68 21.1974, E 19 02.8472",NA,"X2",40,44,42,"20130700_S1Z",NA,"713 S-1-X2","X",NA,"X","78","-7",NA,"3.9",NA,NA,NA,NA,4.2,NA,1,NA,0.063493021212015,1.20117260835827,NA,NA,-75.75,-0.951,NA,NA,NA,NA,7.14,0.0799791506569826,2.5387,NA,NA,4.1673,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,"Notes (coring): Lowest Depth Sampled  | Notes (porewater): 1:15pm",NA
"de126026-4cf8-4033-9421-feb8546e62b0","201307_S1_50-54",7,2013,"2013-07-25","2013-07","Bog","Sphagnum Autochamber Site","1","N 68 21.1974, E 19 02.8472",NA,"X3",50,54,52,NA,NA,NA,NA,NA,"X","78","-7",NA,"2.8",NA,NA,NA,NA,4.2,NA,NA,NA,0.0633946747326877,1.19693355118471,NA,NA,-75.1,0.551,NA,NA,NA,NA,6.53,0.163139696842086,16.7474,NA,NA,22.4804,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,"Notes (porewater): 1:27pm",NA
"a06de5ab-621d-4b59-9987-19b788f7698f","201307_S1_60-64",7,2013,"2013-07-25","2013-07","Bog","Sphagnum Autochamber Site","1","N 68 21.1974, E 19 02.8472",NA,"X4",60,64,62,NA,NA,NA,NA,NA,"X","78","-7",NA,"1.8",NA,NA,NA,NA,4.5,NA,NA,NA,0.0633946747326877,1.19693355118471,NA,NA,-77.2,-0.2,NA,NA,NA,NA,5.37478,NA,9.0666,NA,NA,13.1654,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,"Notes (porewater): 1:37pm",NA
"acf23a14-1caa-45ed-846e-1ec09e3f392c","201307_S1_70-74",7,2013,"2013-07-25","2013-07","Bog","Sphagnum Autochamber Site","1","N 68 21.1974, E 19 02.8472",NA,"X5",70,74,72,NA,NA,NA,NA,NA,NA,"78","-7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,"Notes (porewater): 1:52 PM",NA
"9a18e819-e6b2-4070-8b9a-bdbb3ecb8e6a","201307_S1_80-84",7,2013,"2013-07-25","2013-07","Bog","Sphagnum Autochamber Site","1","N 68 21.1974, E 19 02.8472",NA,"X6",80,84,82,NA,NA,NA,NA,NA,NA,"78","-7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,NA,NA
"9f361940-f26d-4ab1-846d-166962f63f25","201307_S2_01-05",7,2013,"2013-07-25","2013-07","Bog","Sphagnum Autochamber Site","2","N 68 21.1975, E 19 02.8521",NA,"S",1,5,3,"20130700_S2S",NA,"713 S-2-S",NA,NA,NA,"78","-7",NA,"15.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,"Notes (coring): Start Coring @ 19:30 | Notes (porewater): Start 1:55",NA
"a610a46d-470e-4d0d-9b19-ee1ec08349e6","201307_S2_05-09",7,2013,"2013-07-25","2013-07","Bog","Sphagnum Autochamber Site","2","N 68 21.1975, E 19 02.8521",NA,"M",5,9,7,"20130700_S2M",NA,"713 S-2-M",NA,NA,NA,"78","-7",NA,"12.5",NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,"Notes (coring): Core Length 40cm | Notes (porewater): Have duplicates 1:57pm",NA
"097b7aff-be97-4233-88e6-8af097941f10","201307_S2_10-14",7,2013,"2013-07-25","2013-07","Bog","Sphagnum Autochamber Site","2","N 68 21.1975, E 19 02.8521",NA,"D",10,14,12,"20130700_S2D",NA,"713 S-2-D",NA,NA,NA,"78","-7",NA,"10.4",NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200704,20200924,"Notes (coring): Done Sampling @ 19:55 | Notes (porewater): Have duplicates 2:02pm",NA
