pathway,SampleID__,genome,subpathway,tpm
glycerol_degradation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R1.T2.F1.trimmomatic.megahit_bin.58_99.83_0.95,glycerol_degradation-glycerol,1.6918428584276104
glycerol_degradation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R1.T2.F1.trimmomatic.megahit_bin.58_99.83_0.95,glycerol_degradation-glycerone,1.3233705570860808
mannose_degradation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R1.T2.F1.trimmomatic.megahit_bin.58_99.83_0.95,mannose_degradation-all,0.8900826640059223
propionate_fermentation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R1.T2.F1.trimmomatic.megahit_bin.58_99.83_0.95,propionate_fermentation-succinate_pathway,1.19008143622849
glycerol_degradation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.90_96.67_0.48,glycerol_degradation-glycerol,0.3936845328234659
sucrose_degradation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R1.T2.F2.JGI.BFC.metaspades_bin.36_70.45_7.93,sucrose_degradation-all,0.12567621624749103
glycerol_degradation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R1.T2.F3.JGI.BFC.metaspades_bin.31_85.09_2.29,glycerol_degradation-glycerol,0.01391644643285675
acetogenesis,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R2.T2.F1.JGI.BFC.metaspades_bin.60_95.04_1.94,acetogenesis-simple,0.725897368954898
butanoate_fermentation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R2.T2.F1.JGI.BFC.metaspades_bin.60_95.04_1.94,butanoate_fermentation-acetyl_coa_pathway,0.5202000355322767
galactose_degradation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R2.T2.F1.JGI.BFC.metaspades_bin.60_95.04_1.94,galactose_degradation-all,0.37969139797217055
glycerol_degradation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R2.T2.F1.JGI.BFC.metaspades_bin.60_95.04_1.94,glycerol_degradation-glycerol,0.11444030131784153
lactose_degradation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R2.T2.F1.JGI.BFC.metaspades_bin.60_95.04_1.94,lactose_degradation-all,0.09486527290939646
propionate_fermentation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R2.T2.F1.JGI.BFC.metaspades_bin.60_95.04_1.94,propionate_fermentation-succinate_pathway,0.5048040259147956
sucrose_degradation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R2.T2.F1.JGI.BFC.metaspades_bin.60_95.04_1.94,sucrose_degradation-all,0.2450686216826075
ethanol_fermentation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R2.T2.F2.JGI.BFC.metaspades_bin.16_87.66_1.12,ethanol_fermentation-all,0.2752864696553996
galactose_degradation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R2.T2.F2.JGI.BFC.metaspades_bin.16_87.66_1.12,galactose_degradation-all,0.4412716739177658
lactose_degradation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R2.T2.F2.JGI.BFC.metaspades_bin.16_87.66_1.12,lactose_degradation-all,0.1655869065423024
acetogenesis,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R2.T3.F1.JGI.BFC.metaspades_bin.100_87.84_4.05,acetogenesis-simple,0.06241136375618188
acetogenesis,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.14_99.14_0.86,acetogenesis-simple,0.03541454070557912
ethanol_fermentation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.14_99.14_0.86,ethanol_fermentation-all,0.02656090552918434
acetogenesis,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.21_87.09_0.86,acetogenesis-simple,0.07848474673582306
ethanol_fermentation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.21_87.09_0.86,ethanol_fermentation-all,0.0588635600518673
galactose_degradation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.21_87.09_0.86,galactose_degradation-all,0.0949878378614758
lactose_degradation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.21_87.09_0.86,lactose_degradation-all,0.3484387986008638
galactose_degradation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.40_72.49_7.33,galactose_degradation-all,0.3552863394238834
lactose_degradation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.40_72.49_7.33,lactose_degradation-all,0.04340058235229176
acetogenesis,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.55_93.55_2.59,acetogenesis-simple,1.4696393550982814
butanoate_fermentation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.55_93.55_2.59,butanoate_fermentation-acetyl_coa_pathway,0.5970038981443009
galactose_degradation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.55_93.55_2.59,galactose_degradation-all,0.39107594336283213
glycerol_degradation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.55_93.55_2.59,glycerol_degradation-glycerol,0.10406414385647356
propionate_fermentation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.55_93.55_2.59,propionate_fermentation-succinate_pathway,0.3966522206560548
acetogenesis,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.69_94.23_0.86,acetogenesis-simple,0.7580559092161083
galactose_degradation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.69_94.23_0.86,galactose_degradation-all,0.745224416501859
galacturonic_acid_degradation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.69_94.23_0.86,galacturonic_acid_degradation-all,0.5575780735201724
glycerol_degradation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.69_94.23_0.86,glycerol_degradation-glycerol,0.1601145611535627
lactose_degradation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.69_94.23_0.86,lactose_degradation-all,0.5931179240322335
propionate_fermentation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.69_94.23_0.86,propionate_fermentation-succinate_pathway,2.301543846153695
sucrose_degradation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.69_94.23_0.86,sucrose_degradation-all,1.0467755197498312
xylose_degradation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.69_94.23_0.86,xylose_degradation-xylonate_hydratase_pathway,0.4650283418954441
propionate_fermentation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R2.T3.F2.trimmomatic.megahit_bin.128_97.86_0.00,propionate_fermentation-succinate_pathway,0.06444651692214433
acetogenesis,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.129_89.36_9.06,acetogenesis-simple,0.02675421634089602
ethanol_fermentation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.129_89.36_9.06,ethanol_fermentation-all,0.02006566225567201
acetogenesis,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R2.T3.F3.trimmomatic.metaspades_bin.116_93.32_2.25,acetogenesis-simple,0.06157503057351948
lactate_fermentation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R2.T3.F3.trimmomatic.metaspades_bin.116_93.32_2.25,lactate_fermentation-all,0.08008778486359724
mannose_degradation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R2.T3.F3.trimmomatic.metaspades_bin.116_93.32_2.25,mannose_degradation-all,0.07456448935576294
acetogenesis,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.144_98.93_0.93,acetogenesis-simple,0.06509126737917863
ethanol_fermentation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.144_98.93_0.93,ethanol_fermentation-all,0.04881845053438397
acetogenesis,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.145_91.02_1.42,acetogenesis-simple,0.03491006006874751
butanoate_fermentation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.145_91.02_1.42,butanoate_fermentation-acetyl_coa_pathway,0.01745503003437375
sulfur_redox,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.145_91.02_1.42,sulfur_redox-dissimilatory_sulfur_oxidation,0.5153312138185673
butanoate_fermentation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.75_99.00_0.81,butanoate_fermentation-acetyl_coa_pathway,0.1525323371468512
ethanol_fermentation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.75_99.00_0.81,ethanol_fermentation-all,0.2940823460191291
glycerol_degradation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.75_99.00_0.81,glycerol_degradation-glycerol,0.10780144648795054
sulfur_redox,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.75_99.00_0.81,sulfur_redox-assimilatory_sulfate_reduction,0.10117511904327836
propionate_fermentation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.134_78.37_6.24,propionate_fermentation-succinate_pathway,0.5645257579571238
acetogenesis,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.11_93.17_1.72,acetogenesis-simple,1.0786162754973632
galactose_degradation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.11_93.17_1.72,galactose_degradation-all,0.20001724715402183
glycerol_degradation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.11_93.17_1.72,glycerol_degradation-glycerol,0.6360205808004893
lactose_degradation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.11_93.17_1.72,lactose_degradation-all,0.21751086618864457
sucrose_degradation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.11_93.17_1.72,sucrose_degradation-all,0.5504869205848922
acetogenesis,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.122_96.77_0.86,acetogenesis-simple,0.11287551399005052
xylose_degradation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.122_96.77_0.86,xylose_degradation-isomerase_pathway,0.206983633177878
butanoate_fermentation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.142_89.72_0.85,butanoate_fermentation-acetyl_coa_pathway,0.6218234689021566
galactose_degradation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.142_89.72_0.85,galactose_degradation-all,0.1103912710282016
propionate_fermentation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.142_89.72_0.85,propionate_fermentation-acrylate_pathway,0.140306462795386
propionate_fermentation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.142_89.72_0.85,propionate_fermentation-succinate_pathway,0.18571358853168088
butanoate_fermentation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.142_81.20_4.70,butanoate_fermentation-acetyl_coa_pathway,0.17818188377370792
acetogenesis,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.143_96.29_0.88,acetogenesis-simple,0.19433655308720965
butanoate_fermentation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.143_96.29_0.88,butanoate_fermentation-acetyl_coa_pathway,0.09716827654360484
galactose_degradation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.143_96.29_0.88,galactose_degradation-all,0.09776673737338068
glycerol_degradation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.143_96.29_0.88,glycerol_degradation-glycerol,0.24506862168260757
propionate_fermentation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.143_96.29_0.88,propionate_fermentation-succinate_pathway,0.05299344483679472
butanoate_fermentation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.2_81.64_4.58,butanoate_fermentation-acetyl_coa_pathway,0.3623682535640119
glycerol_degradation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.2_81.64_4.58,glycerol_degradation-glycerone,1.2898348509610922
sulfur_redox,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.2_81.64_4.58,sulfur_redox-assimilatory_sulfate_reduction,0.03329736707644124
sulfur_redox,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.2_81.64_4.58,sulfur_redox-dissimilatory_sulfur_oxidation,0.08529070360183558
butanoate_fermentation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.56_97.76_1.08,butanoate_fermentation-acetyl_coa_pathway,0.03133869842488587
acetogenesis,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.78_85.95_1.00,acetogenesis-simple,0.24791554010122188
ethanol_fermentation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.78_85.95_1.00,ethanol_fermentation-all,0.1859366550759164
glycerol_degradation,MainAutochamber.201207_S_1_11to14,Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.78_85.95_1.00,glycerol_degradation-glycerol,0.14248175679221367
Wood_Ljungdahl,MainAutochamber.201207_S_1_11to14,Fen.Labelled.R3.T1.F1.trimmomatic.metaspades_bin.4_83.17_2.00,Wood_Ljungdahl-methanogen,0.02763767020146491
hydrogenotrophic_methanogenesis,MainAutochamber.201207_S_1_11to14,Fen.Labelled.R3.T1.F1.trimmomatic.metaspades_bin.4_83.17_2.00,hydrogenotrophic_methanogenesis-all,0.02072825265109868
methylotrophic_methanogenesis,MainAutochamber.201207_S_1_11to14,Fen.Labelled.R3.T1.F1.trimmomatic.metaspades_bin.4_83.17_2.00,methylotrophic_methanogenesis-h2_indep,0.02072825265109868
acetogenesis,MainAutochamber.201207_S_1_11to14,Fen.Unlabelled.R2.T3.F3.trimmomatic.megahit_bin.3_94.18_1.39,acetogenesis-simple,0.01197793849866117
galactose_degradation,MainAutochamber.201207_S_1_11to14,PLCS01,galactose_degradation-all,0.0295500749617292
glycerol_degradation,MainAutochamber.201207_S_1_11to14,PLCS01,glycerol_degradation-glycerol,0.02440922526719198
lactose_degradation,MainAutochamber.201207_S_1_11to14,PLCS01,lactose_degradation-all,0.13128676161568265
xylose_degradation,MainAutochamber.201207_S_1_11to14,PLCS01,xylose_degradation-isomerase_pathway,0.0413967266355756
acetogenesis,MainAutochamber.201207_S_1_11to14,PLGF01,acetogenesis-simple,0.4793626924301608
galactose_degradation,MainAutochamber.201207_S_1_11to14,PLGF01,galactose_degradation-all,0.07344720576707471
lactose_degradation,MainAutochamber.201207_S_1_11to14,PLGF01,lactose_degradation-all,0.9386083418721508
xylose_degradation,MainAutochamber.201207_S_1_11to14,PLGF01,xylose_degradation-isomerase_pathway,0.19782936681815189
Wood_Ljungdahl,MainAutochamber.201207_S_1_11to14,PLGY01,Wood_Ljungdahl-methanogen,8.725197600890317
hydrogenotrophic_methanogenesis,MainAutochamber.201207_S_1_11to14,PLGY01,hydrogenotrophic_methanogenesis-all,13.79546232671644
butanoate_fermentation,MainAutochamber.201207_S_1_11to14,PLHP01,butanoate_fermentation-acetyl_coa_pathway,0.00453159433584703
ethanol_fermentation,MainAutochamber.201207_S_1_11to14,PLHP01,ethanol_fermentation-all,0.00679739150377055
glycerol_degradation,MainAutochamber.201207_S_1_11to14,PLNE01,glycerol_degradation-glycerol,0.09822389646597496
glycerol_degradation,MainAutochamber.201207_S_1_11to14,PLNE01,glycerol_degradation-glycerone,0.05752784546540083
glycerol_degradation,MainAutochamber.201207_S_1_11to14,PLNV01,glycerol_degradation-glycerol,0.4615228796553839
galactose_degradation,MainAutochamber.201207_S_1_11to14,PLPO01,galactose_degradation-all,0.03995684049172949
butanoate_fermentation,MainAutochamber.201207_S_1_11to14,PLRX01,butanoate_fermentation-acetyl_coa_pathway,0.11918883871597136
sulfur_redox,MainAutochamber.201207_S_1_11to14,PLRX01,sulfur_redox-assimilatory_sulfate_reduction,1.153565687836542
Wood_Ljungdahl,MainAutochamber.201207_S_1_11to14,PLSJ01,Wood_Ljungdahl-acetogen,0.2935224739409497
propionate_fermentation,MainAutochamber.201207_S_1_11to14,PLSJ01,propionate_fermentation-succinate_pathway,0.1949446087946033
urea_degradation,MainAutochamber.201207_S_1_11to14,PLSJ01,urea_degradation-all,0.06415408944570879
butanoate_fermentation,MainAutochamber.201207_S_1_11to14,PLSL01,butanoate_fermentation-acetyl_coa_pathway,0.08715100344331705
sulfur_redox,MainAutochamber.201207_S_1_11to14,PLSL01,sulfur_redox-dissimilatory_sulfur_oxidation,0.6887174379839088
hydrogenotrophic_methanogenesis,MainAutochamber.201207_S_1_11to14,PLTK01,hydrogenotrophic_methanogenesis-all,3.8073592091490784
methylotrophic_methanogenesis,MainAutochamber.201207_S_1_11to14,PLTK01,methylotrophic_methanogenesis-h2_indep,5.873008969945541
sucrose_degradation,MainAutochamber.201207_S_1_11to14,PLTT01,sucrose_degradation-all,0.5466214610020986
Wood_Ljungdahl,MainAutochamber.201207_S_1_11to14,PLTW01,Wood_Ljungdahl-acetogen,0.8277883243761495
butanoate_fermentation,MainAutochamber.201207_S_1_11to14,PLTW01,butanoate_fermentation-acetyl_coa_pathway,0.08745103923176493
glycerol_degradation,MainAutochamber.201207_S_1_11to14,PLTW01,glycerol_degradation-glycerone,0.11006075824069202
galactose_degradation,MainAutochamber.201207_S_1_11to14,PLTZ01,galactose_degradation-all,0.19246226833712635
glycerol_degradation,MainAutochamber.201207_S_1_11to14,PLTZ01,glycerol_degradation-glycerol,0.09572993034476857
sulfur_redox,MainAutochamber.201207_S_1_11to14,PMBZ01,sulfur_redox-dissimilatory_sulfur_oxidation,0.514129975557918
xylose_degradation,MainAutochamber.201207_S_1_11to14,PMDB01,xylose_degradation-isomerase_pathway,0.06233018716264439
galactose_degradation,MainAutochamber.201207_S_1_11to14,PMDY01,galactose_degradation-all,0.04461200637426108
Wood_Ljungdahl,MainAutochamber.201207_S_1_11to14,PMEE01,Wood_Ljungdahl-methanogen,0.12691596010726722
hydrogenotrophic_methanogenesis,MainAutochamber.201207_S_1_11to14,PMEE01,hydrogenotrophic_methanogenesis-all,0.6613343138010029
hydrogenotrophic_methanogenesis,MainAutochamber.201207_S_1_11to14,PMGM01,hydrogenotrophic_methanogenesis-all,60.45388318484628
methylotrophic_methanogenesis,MainAutochamber.201207_S_1_11to14,PMGM01,methylotrophic_methanogenesis-h2_indep,62.23999211974963
sucrose_degradation,MainAutochamber.201207_S_1_11to14,PMJR01,sucrose_degradation-all,0.1082777415387073
hydrogenotrophic_methanogenesis,MainAutochamber.201207_S_1_11to14,PMMV01,hydrogenotrophic_methanogenesis-all,14.183418546263995
methylotrophic_methanogenesis,MainAutochamber.201207_S_1_11to14,PMMV01,methylotrophic_methanogenesis-h2_indep,14.04735270210312
sucrose_degradation,MainAutochamber.201207_S_1_11to14,PMTF01,sucrose_degradation-all,0.0644917425480546
galactose_degradation,MainAutochamber.201207_S_1_11to14,PMWT01,galactose_degradation-all,6.13266534411587
galacturonic_acid_degradation,MainAutochamber.201207_S_1_11to14,PMWT01,galacturonic_acid_degradation-all,0.31750401206485496
glycerol_degradation,MainAutochamber.201207_S_1_11to14,PMWT01,glycerol_degradation-glycerone,0.11707099761908006
lactate_fermentation,MainAutochamber.201207_S_1_11to14,PMWT01,lactate_fermentation-all,0.17630836092273924
xylose_degradation,MainAutochamber.201207_S_1_11to14,PMWT01,xylose_degradation-isomerase_pathway,0.3309877101504491
butanoate_fermentation,MainAutochamber.201207_S_1_11to14,Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.290_88.99_3.63,butanoate_fermentation-acetyl_coa_pathway,0.06111436949690962
glycerol_degradation,MainAutochamber.201207_S_1_11to14,Palsa.Unlabelled.R2.T3.F3.trimmomatic.megahit_bin.239_79.17_2.28,glycerol_degradation-glycerol,0.02316338579230695
lactose_degradation,MainAutochamber.201207_S_1_1to4,20110600_S1D_11,lactose_degradation-all,1.1883797877745166
propionate_fermentation,MainAutochamber.201207_S_1_1to4,20110600_S1S_4,propionate_fermentation-succinate_pathway,2.6268542423952064
sucrose_degradation,MainAutochamber.201207_S_1_1to4,20110600_S1S_4,sucrose_degradation-all,2.9800304400671855
Wood_Ljungdahl,MainAutochamber.201207_S_1_1to4,20110700_S2D_21,Wood_Ljungdahl-methanogen,1.808227071486864
hydrogenotrophic_methanogenesis,MainAutochamber.201207_S_1_1to4,20110700_S2D_21,hydrogenotrophic_methanogenesis-all,2.265724417566653
methylotrophic_methanogenesis,MainAutochamber.201207_S_1_1to4,20110700_S2D_21,methylotrophic_methanogenesis-h2_indep,1.9848879581189889
sulfur_redox,MainAutochamber.201207_S_1_1to4,20110700_S3M_12,sulfur_redox-dissimilatory_sulfate_reduction,1.833725102989817
ethanol_fermentation,MainAutochamber.201207_S_1_1to4,20110700_S3M_18,ethanol_fermentation-all,1.2324591567572507
butanoate_fermentation,MainAutochamber.201207_S_1_1to4,20110800_P3S_8,butanoate_fermentation-acetyl_coa_pathway,0.6208351806086599
butanoate_fermentation,MainAutochamber.201207_S_1_1to4,20110800_S1S_1,butanoate_fermentation-acetyl_coa_pathway,2.0663618697870323
acetogenesis,MainAutochamber.201207_S_1_1to4,20110800_S1S_13,acetogenesis-simple,3.4220234072616114
galactose_degradation,MainAutochamber.201207_S_1_1to4,20110800_S1S_13,galactose_degradation-all,1.262427768471713
xylose_degradation,MainAutochamber.201207_S_1_1to4,20110800_S1S_13,xylose_degradation-isomerase_pathway,2.681663295083691
lactose_degradation,MainAutochamber.201207_S_1_1to4,20110800_S1S_18,lactose_degradation-all,1.8708952064288
acetogenesis,MainAutochamber.201207_S_1_1to4,20110800_S1S_3,acetogenesis-simple,0.4208092561572376
ethanol_fermentation,MainAutochamber.201207_S_1_1to4,20110800_S1S_3,ethanol_fermentation-all,0.3156069421179282
butanoate_fermentation,MainAutochamber.201207_S_1_1to4,20110800_S1S_6,butanoate_fermentation-acetyl_coa_pathway,1.6518781280366563
butanoate_fermentation,MainAutochamber.201207_S_1_1to4,20110800_S1S_8,butanoate_fermentation-acetyl_coa_pathway,6.364783776614656
lactate_fermentation,MainAutochamber.201207_S_1_1to4,20110800_S1S_8,lactate_fermentation-all,14.745753934693262
butanoate_fermentation,MainAutochamber.201207_S_1_1to4,20110800_S1S_9,butanoate_fermentation-acetyl_coa_pathway,0.9291208414300046
galactose_degradation,MainAutochamber.201207_S_1_1to4,20110800_S2M_3,galactose_degradation-all,1.0568415669903142
lactose_degradation,MainAutochamber.201207_S_1_1to4,20110800_S2M_3,lactose_degradation-all,5.933410511817051
lactose_degradation,MainAutochamber.201207_S_1_1to4,20110800_S3M_18,lactose_degradation-all,3.974533357198024
sulfur_redox,MainAutochamber.201207_S_1_1to4,20110800_S3S_2,sulfur_redox-assimilatory_sulfate_reduction,0.8836994379301991
sulfur_redox,MainAutochamber.201207_S_1_1to4,20110800_S3S_21,sulfur_redox-assimilatory_sulfate_reduction,0.3768954045618816
acetogenesis,MainAutochamber.201207_S_1_1to4,20110800_S3S_25,acetogenesis-simple,1.3528949049745718
sucrose_degradation,MainAutochamber.201207_S_1_1to4,20110800_S3S_25,sucrose_degradation-all,15.241788470722698
acetogenesis,MainAutochamber.201207_S_1_1to4,20110800_S3S_27,acetogenesis-simple,11.895331498666527
galactose_degradation,MainAutochamber.201207_S_1_1to4,20110800_S3S_27,galactose_degradation-all,3.36761137157184
glycerol_degradation,MainAutochamber.201207_S_1_1to4,20110800_S3S_27,glycerol_degradation-glycerol,8.784638204384224
sucrose_degradation,MainAutochamber.201207_S_1_1to4,20110800_S3S_27,sucrose_degradation-all,2.93007926509484
sulfur_redox,MainAutochamber.201207_S_1_1to4,20110800_S3S_27,sulfur_redox-assimilatory_sulfate_reduction,8.014086345658935
xylose_degradation,MainAutochamber.201207_S_1_1to4,20110800_S3S_27,xylose_degradation-isomerase_pathway,4.022651194452237
xylose_degradation,MainAutochamber.201207_S_1_1to4,20110800_S3S_27,xylose_degradation-xylonate_hydratase_pathway,1.2662942487671616
butanoate_fermentation,MainAutochamber.201207_S_1_1to4,20110800_S3S_28,butanoate_fermentation-acetyl_coa_pathway,2.233003956060181
xylose_degradation,MainAutochamber.201207_S_1_1to4,20110800_S3S_31,xylose_degradation-xylonate_hydratase_pathway,1.1765194756633282
acetogenesis,MainAutochamber.201207_S_1_1to4,20110800_S3S_33,acetogenesis-simple,0.30834353068091575
sulfur_redox,MainAutochamber.201207_S_1_1to4,20110800_S3S_4,sulfur_redox-assimilatory_sulfate_reduction,0.5501175308969452
glycerol_degradation,MainAutochamber.201207_S_1_1to4,20110800_S3S_8,glycerol_degradation-glycerol,2.146453415127615
urea_degradation,MainAutochamber.201207_S_1_1to4,20110800_S3S_8,urea_degradation-all,4.071948390462682
lactose_degradation,MainAutochamber.201207_S_1_1to4,20111000_E3D_7,lactose_degradation-all,1.898691363781456
acetogenesis,MainAutochamber.201207_S_1_1to4,20111000_E3D_9,acetogenesis-simple,0.6350745196134457
ethanol_fermentation,MainAutochamber.201207_S_1_1to4,20111000_S1D_6,ethanol_fermentation-all,0.11601640665564066
galactose_degradation,MainAutochamber.201207_S_1_1to4,20111000_S2S_6,galactose_degradation-all,0.62176457459160706
galacturonic_acid_degradation,MainAutochamber.201207_S_1_1to4,20111000_S2S_6,galacturonic_acid_degradation-all,4.041976129147042
lactate_fermentation,MainAutochamber.201207_S_1_1to4,20111000_S2S_6,lactate_fermentation-all,9.889017519695084
