Name	node.degree	node.betw	node.stress	node.evcent	Clustering.Coefficient	No. module	Zi	Pi	Node_type	Type_data	Phylum_Elcomposition	Class_Mol_formula	Order_bs2class	Family_NOSC	Genus_GFE	Species_DBE
micro571	1	0	0	9.88E-07	0	2	-0.811359826	0	Peripheral nodes	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Acidobacteriaceae	g__Terracidiphilus	s__
micro500	1	0	0	7.07E-11	0	6	-1.335646142	0	Peripheral nodes	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Bog-209	s__Bog-209 sp003162255
micro498	1	0	0	9.77E-87	0	55	0	0	Peripheral nodes	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Bog-209	s__
micro495	6	1654.389258	17378	0.088288435	0.066666667	0	-0.630622358	0.444444444	Peripheral nodes	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Koribacteraceae	g__Bog-209	s__
micro379	2	556.3519579	5782	4.22E-06	0	2	-0.449368519	0	Peripheral nodes	d__Bacteria	p__Acidobacteriota	c__Aminicenantia	o__Aminicenantales	f__UBA4085	g__FEN-413	s__
micro374	4	780	7525	1.00E-08	0.333333333	6	1.257078722	0	Peripheral nodes	d__Bacteria	p__Acidobacteriota	c__Thermoanaerobaculia	o__Thermoanaerobaculales	f__Thermoanaerobaculaceae	g__RBG-13-68-16	s__RBG-13-68-16 sp003158745
micro371	4	590.5	4524	1.07E-08	0.333333333	6	1.257078722	0	Peripheral nodes	d__Bacteria	p__Acidobacteriota	c__Holophagae	o__Holophagales	f__Holophagaceae	g__Geothrix	s__Geothrix sp003158505
micro366	1	0	0	9.77E-87	0	40	0	0	Peripheral nodes	d__Bacteria	p__Methylomirabilota	c__Methylomirabilia	o__Methylomirabilales	f__2-02-FULL-66-22	g__2-02-FULL-66-22	s__
micro365	2	4	4	2.13E-64	0	13	0.447213595	0	Peripheral nodes	d__Bacteria	p__Methylomirabilota	c__Methylomirabilia	o__Methylomirabilales	f__2-02-FULL-66-22	g__	s__
micro352	1	0	0	9.77E-87	0	40	0	0	Peripheral nodes	d__Bacteria	p__Desulfobacterota	c__Syntrophia	o__Syntrophales	f__Fen-1087	g__Fen-1087	s__Fen-1087 sp003161855
micro351	1	0	0	5.37E-75	0	28	0	0	Peripheral nodes	d__Bacteria	p__Desulfobacterota	c__Syntrophia	o__Syntrophales	f__Smithellaceae	g__Smithella	s__
micro347	2	198	598	3.23E-05	0	3	-0.361787303	0	Peripheral nodes	d__Bacteria	p__Desulfobacterota	c__Syntrophia	o__Syntrophales	f__Smithellaceae	g__Smithella	s__
micro340	2	1	1	5.37E-75	0	28	0	0	Peripheral nodes	d__Bacteria	p__Desulfobacterota	c__Syntrophorhabdia	o__Syntrophorhabdales	f__WCHB1-27	g__	s__
micro338	2	198	638	3.37E-07	0	2	-0.449368519	0	Peripheral nodes	d__Bacteria	p__Desulfobacterota	c__Syntrophorhabdia	o__Syntrophorhabdales	f__Syntrophorhabdaceae	g__	s__
micro303	1	0	0	9.77E-87	0	45	0	0	Peripheral nodes	d__Bacteria	p__Myxococcota	c__Polyangia	o__Palsa-1104	f__Fen-1088	g__Fen-1137	s__Fen-1137 sp003158735
micro297	1	0	0	9.88E-07	0	2	-0.811359826	0	Peripheral nodes	d__Bacteria	p__Myxococcota	c__Polyangia	o__Palsa-1104	f__Fen-1088	g__Fen-1137	s__Fen-1137 sp003158455
micro296	1	0	0	9.77E-87	0	65	0	0	Peripheral nodes	d__Bacteria	p__Myxococcota	c__Polyangia	o__Palsa-1104	f__Fen-1088	g__Fen-1137	s__Fen-1137 sp003157775
micro295	3	13.68192312	236	5.23E-06	0.333333333	2	-0.087377212	0	Peripheral nodes	d__Bacteria	p__Myxococcota	c__Polyangia	o__Palsa-1104	f__Fen-1088	g__Fen-1118	s__Fen-1118 sp003136095
micro229	2	198	1545	5.76E-10	0	4	0	0	Peripheral nodes	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Fen-999	s__Fen-999 sp003157035
